Organization URl,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Founded Date,Exit Date,Closed Date,Company Type,Full Description,Phone Number,Contact Email,LinkedIn,Facebook,Twitter,Website,Investor Type,component--field-formatter 22,component--field-formatter 23,component--field-formatter href 10,component--field-formatter 24,link-accent 10,link-accent href 10,component--field-formatter 25,link-accent 12,link-accent href 12,link-accent 13,link-accent href 13,link-accent 14,link-accent href 14,link-accent 15,link-accent href 15,component--field-formatter 26,component--field-formatter href 11,ng-star-inserted 3,ng-star-inserted 4,ng-star-inserted 5
https://www.crunchbase.com/organization/yasref,Yasref,Energy,Yanbu Al-bahar,Yanbu Saudi Aramco long served as the engine of the Saudi economy,"212,001",$1M to $10M,Active,1933,�,�,For Profit,"Yanbu Aramco Sinopec Refining (YASREF) Company Ltd. focuses on the construction, operation, and management of a full conversion refining complex in the Yanbu Industrial City. The company offers manpower, maintenance, operations support, janitorial and housekeeping, and information technology (IT) support services. Yanbu Aramco Sinopec Refining (YASREF) Company Ltd.",+96 614 398 1851,info@yasref.com,https://www.linkedin.com/company/yanbu-aramco-sinopec-refining-company-yasref-ltd-/,,https://www.twitter.com/https://twitter.com/Yasref,https://www.yasref.com/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/yasref,�,,,",",Energy,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/energy-2b83,Sustainability,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sustainability-5142,,,,,�,,�,,
https://www.crunchbase.com/organization/riyad-bank,Riyad Bank,Banking,Riyadh,Riyad Bank is an arabic financial institution for businesses and individuals.,"212,537",�,Active,1957,"Jul 17, 2003",�,For Profit,"Riyad Bank SJSC is a Saudi Arabia-based bank that provides banking and investment services. The Bank offers its services through four segments: the Retail segment covers deposit, credit and investment products for individuals and small to medium sized businesses; the Investment banking and brokerage segment provides investment management services and asset management activities related to dealing, managing, arranging, advising and custody of securities; the Corporate segment handles corporate customers� current accounts and deposits, and provides loans, overdrafts and other credit facilities and derivative, the Treasury and Investments segment provides money market trading and treasury services, as well as the management of the Bank�s investment portfolios. The Bank also provides Islamic banking products to its customers.",800-124-0010,�,https://www.linkedin.com/company/riyad-bank,https://www.facebook.com/riyadbank,https://www.twitter.com/riyadbank,https://www.riyadbank.com/,Venture Capital,�,5001-10000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/riyad-bank,�,,,",,,,",Artificial Intelligence,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551,Data and Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics,Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,�,,,,
https://www.crunchbase.com/organization/king-fahad-military-medical-complex,King Fahad Military Medical Complex,Health Care,Dhahran,KFMMC is a military forts medical complex that contribute to the development of the health services.,"212,544",�,Closed,1989,�,�,For Profit,�,�,�,https://www.linkedin.com/company/king-fahd-military-medical-complex/,,,http://www.kfmmc.med.sa/,�,�,�,,�,,,,Health Care,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c,,,,,,,�,,�,,�
https://www.crunchbase.com/organization/rotana-net,Rotana.net,Advertising,Riyadh,"Rotana.net develops a range of landmark media offerings across broadcast, film, music, digital, and media services.","212,789",$50M to $100M,Active,�,�,�,For Profit,"We developed a range of landmark media offerings across a spectrum of disciplines including Broadcast, Film, Music, Digital and Media Services. This has earned us the dominant position in the media marketplace, with the largest market share and widest ownership of content and rights.",�,�,,https://www.facebook.com/rotanaportal,https://www.twitter.com/rotanamagz,http://www.rotana.net/,�,�,501-1000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/rotana-net,�,,,",,,,,",Advertising,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/advertising-f0bd,Content and Publishing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/content-and-publishing,Media and Entertainment,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/media-and-entertainment-3bd7,Music and Audio,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/music-and-audio,�,,,�,
https://www.crunchbase.com/organization/as-salama-hospital,As Salama Hospital,Health Care,Khobar,"As Salama Hospital is a private hospital in Khobar, Saudi Arabia.","212,910",�,Active,"Jan 1, 1958",�,�,For Profit,�,013-8641011,�,,https://www.facebook.com/assalamahospital/,,http://www.as-salama.com/,�,�,251-500,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/as-salama-hospital,�,,,,Health Care,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c,,,,,,,�,,,�,�
https://www.crunchbase.com/organization/al-akaria,Al Akaria,Property Development,Riyadh,Al Akaria is a real estate company.,"212,950",$50M to $100M,Active,1976,�,�,For Profit,"Al Akaria owns lands suitable for construction and development, constructs residential and commercial buildings on them, sells and rents them under an operating lease, manages real estate for its own account or for others, purchases and produces materials and equipment needed for construction, sells and rents them, performs contracting work for buildings and performs all work related to achieving its purposes.",+ 966 92 000 3938,info@al-akaria.com,https://www.linkedin.com/company/alakariasa,https://www.facebook.com/AlakariaSA,https://twitter.com/AlakariaSA,https://al-akaria.com/,�,�,5001-10000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/al-akaria,�,,,,Real Estate,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/real-estate-598c,,,,,,,�,,,,
https://www.crunchbase.com/organization/wafeer,Wafeer,Apps,Riyadh,Wafeer is a fintech personal finance management app that provides financial solutions.,"213,158",�,Active,2019,�,�,�,Wafeer is a fintech personal finance management app that provides financial solutions.,�,�,https://www.linkedin.com/company/wafeer/,,,https://wafeer.net/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/wafeer,",,",Abdulaziz Al-Jasser,https://www.crunchbase.com/person/abdulaziz-al-jasser,",,,,",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683,Artificial Intelligence,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551,Data and Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics,Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,�,,�,,�
https://www.crunchbase.com/organization/wssel,Wssel,Food Delivery,Riyadh,"Wssel offers a unique experience through the availability of many & varied stores of restaurants, sweets, drinks, bakeries & supermarkets.","213,379",�,Active,2016,�,�,For Profit,�,�,social@wssel.com,https://www.linkedin.com/company/wsselapp/,https://www.facebook.com/WsselKSA/,https://www.twitter.com/wsselksa,https://www.wssel.com/,�,�,101-250,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/wssel,,Turki Alkhorayef,https://www.crunchbase.com/person/turki-alkhorayef,",,,,,",Artificial Intelligence,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551,Data and Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics,Food and Beverage,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3,�,,,,
https://www.crunchbase.com/organization/united-homeware-company,United Homeware Company,B2B,Al Khobar,United Homeware Company sells a portfolio of homeware products under the brand name nice.,"213,534",$10M to $50M,Active,2012,�,�,For Profit,�,+966 800 304 1113,callcenter@nice.co,https://www.linkedin.com/company/united-homeware-company---nice,https://www.facebook.com/NiceStores,https://twitter.com/nicestores,https://www.nice.com.sa/en,�,�,251-500,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/united-homeware-company,�,,,",",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,,,,,�,,,,
https://www.crunchbase.com/organization/tam-development-llc,Tam Development LLC.,Association,Jeddah,Public engagement expert.,"213,688",�,Active,2011,�,�,For Profit,"We are believers in the power of the public to co-define their challenges and co-create effective solutions. Rather than forcing massive standardized programs, we develop bottom up initiatives using the energy of positive thinkers and pioneers in our community.

We have successfully designed and implemented over 50 local and regional programs in partnership with 20 government and private entities in Saudi Arabia and the Arab region.

These programs engaged more than 50 million users through various platforms and impacted 500,000 participants. TAM is the go-to company for public engagement and activation that has been recognized by 4 international awards.",+966920002648,info@tamhub.com,https://www.linkedin.com/company/2473382/,,https://twitter.com/tam_hub,https://tamhub.com/,�,�,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/tam-development-llc,,Abdullah Alyousef,https://www.crunchbase.com/person/abdullah-alyousef,",,",Community and Lifestyle,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/community-and-lifestyle,Government and Military,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/government-and-military,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,,,�,,�,,
https://www.crunchbase.com/organization/the-saudi-british-bank,The Saudi British Bank,Finance,Riyadh,SABB is a Saudi Joint Stock Company with a strong track record and a heritage that stretches back more than 30 years.,"214,083",�,Active,1978,"Jul 17, 2003",�,For Profit,SABB is a Saudi Joint Stock Company with a strong track record and a heritage that stretches back more than 30 years.,+966 9200 07222,sabb@sabb.com,http://www.linkedin.com/company/sabb,http://www.facebook.com/sabb,http://twitter.com/SABBBank,http://www.sabb.com/,�,�,5001-10000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/the-saudi-british-bank,,Sulaiman S. Olayan,https://www.crunchbase.com/person/sulaiman-s-olayan,,Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,,,,,,,�,,,,
https://www.crunchbase.com/organization/king-abdulaziz-city-for-science-and-technology-kacst,King Abdulaziz City for Science and Technology ( KACST),Industrial,Riyadh,KACST is a science and technology company.,"214,094",�,Active,"Jan 1, 1977",�,�,For Profit,�,�,�,,https://www.facebook.com/190135531080802,https://www.twitter.com/kacst,http://www.kacst.edu.sa/arb/pages/default.aspx,�,�,5001-10000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/king-abdulaziz-city-for-science-and-technology-kacst,,Basel Al-Omair,https://www.crunchbase.com/person/basel-al-omair,",",Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3,Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,,,,,�,,,�,
https://www.crunchbase.com/organization/al-naghi,Al Naghi,Consumer Goods,Jeddah,Al Naghi is a multi-national firm that is engaged in distribution of pharmaceutical products and consumer goods of multiple brands.,"214,310",�,Active,1911,�,�,For Profit,�,+966 12 633 8599,ahmed_naghi@alnaghi.com,,https://www.facebook.com/AlNaghiCompany,https://twitter.com/ahmed_alnaghi,https://alnaghi.com/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/al-naghi,,Sheikh Ahmed Mohammed Abdul Wahab Naghi,https://www.crunchbase.com/person/sheikh-ahmed-mohammed-abdul-wahab-naghi,",,,",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Consumer Goods,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/consumer-goods-b39a,Health Care,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3,�,,,�,
https://www.crunchbase.com/organization/ash-sharqiyah-development-co,Ash-Sharqiyah Development Co.,Agriculture,Dammam,"Ash-Sharqiyah Development is an agricultural and animal manufacturing company, land reclamation and irrigation works, and grain.","214,386",Less than $1M,Active,"Jan 1, 1986","Feb 24, 2010",�,For Profit,�,(+966) 13-809-9439,info@asharqiyah.com.sa,,,,http://www.asharqiyah.com.sa/,�,�,101-250,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ash-sharqiyah-development-co,�,,,",",Agriculture and Farming,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/agriculture-and-farming,Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,,,,,�,,�,�,�
https://www.crunchbase.com/organization/business-incubators-and-accelerators-company-biac-incubators,Business Incubators and Accelerators Company(BIAC Incubators),,Riyadh,"BIAC Incubators focuses on setup, operation, maintenance and management of business incubators","215,507",�,Active,2016,�,�,�,"The Business Incubators and accelerators company �BIAC� focuses on setup, operation, maintenance and management of business incubators and accelerators as well as entrepreneurship support platforms, innovation programs and technology transfer. BIAC provides project management services, specialized consultations and training services to enhance human resource capabilities.

BIAC seeks to contribute to the growth and development of the innovation and entrepreneurship environment and to support emerging technology companies, in line with the vision of the Kingdom 2030 and its objectives which include supporting entrepreneurship and small and medium enterprises and increasing their contribution to GDP.",+00966114503414,�,https://www.linkedin.com/company/biacsaudi/about/,,,https://www.biac.com.sa/en/,Incubator,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/business-incubators-and-accelerators-company-biac-incubators,�,,,�,,,,,,,,,�,,�,,�
https://www.crunchbase.com/organization/mohammed-abdallah-sharbatly,Mohammed Abdallah Sharbatly,Fruit,Jeddah,Mohammed Abdallah Sharbatly is a wholesale and retail company that supplies and distributes fruits and vegetables to international markets.,"215,514",$1M to $10M,Active,1932,�,�,For Profit,�,+966 12 679 0000,�,https://www.linkedin.com/company/mohammad-abdallah-sharbatly-co-ltd/,https://www.facebook.com/Sharbatlyfruit/,,http://sharbatlyfruit.com/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/mohammed-abdallah-sharbatly,�,,,",",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Food and Beverage,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e,,,,,�,,,,�
https://www.crunchbase.com/organization/al-rabie-saudi-foods-co,Al Rabie,Food and Beverage,Riyadh,"Al Rabie is a manufacturer of food, beverage and dairy products.","215,803",$500M to $1B,Active,1980,�,�,For Profit,�,966 11 498 0000,social@alrabie.com,https://www.linkedin.com/company/alrabie,https://www.facebook.com/alrabiesocial,https://twitter.com/alrabiesocial,https://www.alrabie.com/,�,�,251-500,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/al-rabie-saudi-foods-co,�,,,",,",Food and Beverage,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e,Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,,,�,,,,
https://www.crunchbase.com/organization/arabian-pipes-co,Arabian Pipes Co.,Industrial,Riyadh,"Arabian Pipes Co. manufactures & markets welded steel pipes for Oil and Gas, Structural and commercial utilization.","215,821",$100M to $500M,Active,"Jan 1, 1991","Feb 24, 2010",�,For Profit,�,966 11 2650123,info@arabian-pipes.com,https://www.linkedin.com/company/arabian-pipes-company/about/,,,http://www.arabian-pipes.com/,�,�,101-250,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/arabian-pipes-co,�,,,,Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,,,,,,,�,,�,,�
https://www.crunchbase.com/organization/al-daajan-holding,Al Daajan Holding,Construction,Buraydah,"Al Daajan Holding operates a range of companies that offer real estate investments, construction, retail, bakery, and security services.","216,462",$100M to $500M,Active,1983,�,�,For Profit,�,+966-163-519-100,info@daajan.com,https://www.linkedin.com/company/daajan-holding/,https://www.facebook.com/Daajan-Holding-1776910269194745,https://twitter.com/DaajanHolding,https://daajan.com/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/al-daajan-holding,�,,,",,",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Real Estate,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/real-estate-598c,,,�,,,,
https://www.crunchbase.com/organization/ta3meed,Ta3meed,Crowdfunding,Riyadh,Ta3meed offers PO financing solutions to small and medium resellers through a crowdfunding platform.,"216,712",$1M to $10M,Active,2019,�,�,For Profit,�,+966 920033178,info@ta3meed.com,https://www.linkedin.com/company/ta3meed,,https://twitter.com/Ta3meed,https://ta3meed.com/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ta3meed,�,,,",",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,,,,,�,,�,,
https://www.crunchbase.com/organization/bacs-riyadh-metro-project,BACS Riyadh Metro Project,Construction,Riyadh,BACS Riyadh Metro Project designs and builds Lines 1 and 2 of the Riyadh metro network with a total length of 176 KM with 85 stations.,"217,780",�,Active,2013,�,�,For Profit,�,+966 58 117 5392,�,https://www.linkedin.com/company/bacs-riyadh-metro-project/,,,http://www.bacsrmp.com/,�,�,10001+,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/bacs-riyadh-metro-project,�,,,",",Real Estate,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/real-estate-598c,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3,,,,,�,,�,,�
https://www.crunchbase.com/organization/national-gas-and-industrialization-co,National Gas And Industrialization,Marketing,Ar Riyadh,"GASCO as a Gas Company is committed to provide liquidized Petrol Gas (LPG) services to all clients (residential, commercial and industrial).","218,446",$500M to $1B,Active,"Dec 9, 1963","Feb 24, 2010",�,For Profit,"The company's major business is transporting, filling, and distributing LPG, which includes both butane and propane gases, or either butane or propane separately. The company's activities also include marketing cylinders and related spare parts, as well as all gas applications, such as residential, industrial, agricultural, or commercial.",+971 9 200 0991,info@gasco.com.sa,https://www.linkedin.com/company/gasco-national-gas-&-industrialization-company,https://www.facebook.com/GascoKSA2,https://twitter.com/gasco_ksa,http://www.gasco.com.sa/,�,�,251-500,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/national-gas-and-industrialization-co,�,,,",,,",Energy,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/energy-2b83,Natural Resources,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/natural-resources-26a5,Sales and Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sales-and-marketing,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3,�,,,,
https://www.crunchbase.com/organization/marjan-group,Marjan Group,Advanced Materials,Dammam,Marjan Group manufactures fiberglass and polyethylene Major Activities and Products.,"219,280",�,Active,�,�,�,For Profit,"Marjan factory of Hussam Yousef Al Muhaideb Group of company licensed to manufacture polyethylene Tanks and GFRP products since 1997.
The production and service facilities are efficiently taken care by the dedicated and expert team, to achieve customer's satisfaction, thus the company has emerged as a customer's preference of their company's products covers a large number of applications needed for environmental protection, strength and is popular from designer's point of view, in both domestic and export markets.

Preprocess, on process and post process Quality control is strictly maintained to ensure MARJAN's products meets customer's requirement. They use ASTM, ARM, and SASO Standards.",0138121420,info@marjangroup.com,,https://www.facebook.com/MarjanTanks,https://twitter.com/Marjan_Tanks,http://marjangroup.com/,�,�,�,,�,,,",",Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,Science and Engineering,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering,,,,,�,,,�,
https://www.crunchbase.com/organization/saudi-electricity-company,Saudi Electricity Company,Consumer Electronics,Riyadh,The Saudi Electricity Company (SEC abbreviated or SECO) is a Saudi Arabian power company headquartered in Riyadh.,"219,356",�,Active,2000,�,�,For Profit,�,�,�,,https://www.facebook.com/alkahraba,https://www.twitter.com/alkahraba,https://www.se.com.sa/en-us/Pages/home.aspx,�,�,10001+,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/saudi-electricity-company,,Khalid Bin Hamad Al-Ghonon,https://www.crunchbase.com/person/khalid-bin-hamad-al-ghonon,",,",Consumer Electronics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/consumer-electronics-52f3,Energy,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/energy-2b83,Hardware,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/hardware-2e6e,,,�,,,�,
https://www.crunchbase.com/organization/bonat,Bonat,Loyalty Programs,Riyadh,Bonat is a customer engagement solution that provides advanced tools to help in managing businesses.,"219,516",�,Active,May 2019,�,�,For Profit,�,�,�,https://www.linkedin.com/company/getbonat/,,https://twitter.com/getBonat,https://www.bonat.io/en,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/bonat,,Saud Binsaeed,https://www.crunchbase.com/person/saud-binsaeed,",,",Data and Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics,Sales and Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sales-and-marketing,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,,,�,,�,,
https://www.crunchbase.com/organization/sirdab,Sirdab,Industrial Automation,Riyadh,"The smartest way to store, manage, optimize and distribute inventory in Saudi Arabia","219,803",�,Active,"Aug 1, 2021",�,�,For Profit,"Sirdab is a technology focused warehousing startup company based in Riyadh, Saudi Arabia that is disrupting the massive storage and warehousing industries. We have built an end-to-end logistics platform that allows our clients to manage, optimize and distribute their inventory via a single dashboard.",+966506193344,info@sirdab.net,https://www.linkedin.com/company/usesirdab/,,https://twitter.com/UseSirdab,https://sirdab.co/,�,�,1-10,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/sirdab,�,,,",,",Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,Science and Engineering,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3,,,�,,�,,
https://www.crunchbase.com/organization/xamber,xAmber,Advertising,Jeddah,xAmber is an advanced link management platform that enables you to create branded links and QR codes for online or offline marketing.,"220,308",�,Active,"Aug 1, 2018",�,�,For Profit,�,966 54 872 4938,info@xamber.sa,https://www.linkedin.com/company/xamberkit/,https://www.facebook.com/xamberkit/,https://www.twitter.com/xamberkit,https://xamber.sa/,�,�,1-10,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/xamber,�,,,",,,",Advertising,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/advertising-f0bd,Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,Sales and Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sales-and-marketing,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,�,,,,
https://www.crunchbase.com/organization/etihad-etisalat-co,Etihad Etisalat Co.,Telecommunications,Riyadh,"Etisalat Group is an emerging market telecom group, the current market cap is AED 148 billion and consolidated net revenue is 52.4 billion.","221,103",$1B to $10B,Active,"Jan 1, 1976","Feb 24, 2010",�,For Profit,�,�,�,https://www.linkedin.com/company/etisalat/about/,https://facebook.com/etisalat,https://twitter.com/etisalat,http://www.etisalat.ae//,�,�,10001+,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/etihad-etisalat-co,�,,,",",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Hardware,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/hardware-2e6e,,,,,�,,,,
https://www.crunchbase.com/organization/saudi-arabian-cooperative-insurance-co,Saudi Arabian Cooperative Insurance Co.,Insurance,Riyadh,Saudi Arabian Cooperative Insurance Co. is a joint-stock company that offers insurance and investment services.,"221,192",$100M to $500M,Active,"Jan 1, 2006","Feb 24, 2010",�,For Profit,�,(011) 8749666,info@saico.com.sa,,,,https://www.saico.com.sa/,�,�,251-500,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/saudi-arabian-cooperative-insurance-co,�,,,",",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Health Care,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/health-care-a53c,,,,,�,,�,�,�
https://www.crunchbase.com/organization/ezhalha,Ezhalha,Apps,Riyadh,Ezhalha is an app-based B2B marketplace for automotive industry that fulfills all the request.,"221,473",�,Active,2014,�,�,For Profit,"Ezhalha is a car service app helps to  browse the vehicle's details according to the car condition, price & year. They  simplify the technical and logistical communication between users and service providers. They also offer mobile car workshop such as care services, maintenance services or roadside assistance services.",+966 9200 33084,ezhalha.sa@gmail.com,https://www.linkedin.com/company/ezhalha/,https://www.facebook.com/ezhalha.sa/,https://twitter.com/Ezhalhasa,https://ezhalha.com.sa/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ezhalha,�,,,",,,,",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683,Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,�,,,,
https://www.crunchbase.com/organization/al-musbah-group,Al Musbah Group,Automotive,Jeddah,"Al Musbah Group specializes in perfumes, cosmetics, supermarkets, food & beverages, automotive, telecoms and parking management services.","222,128",$1B to $10B,Active,1969,�,�,For Profit,�,�,feedback@almusbah.com,https://www.linkedin.com/company/almusbah-trading-group/,https://www.facebook.com/almusbahksa,https://twitter.com/almusbahksa,https://www.almusbah.com/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/al-musbah-group,�,,,",,,,",Consumer Goods,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/consumer-goods-b39a,Food and Beverage,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,Professional Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/professional-services-abe5,�,,,,
https://www.crunchbase.com/organization/ministry-of-communications-and-information-technology,Ministry of Communications and Information Technology,Government,Riyadh,Ministry of Communications and Information Technology is an official account of the Ministry of Communications and Information Technology,"222,196",�,Active,1926,�,�,For Profit,�,�,info@mcit.gov.sa,https://www.linkedin.com/company/mcitgovsa,https://www.facebook.com/McitGovSa,https://twitter.com/mcitgovsa?s=11,https://mcit.gov.sa/,�,�,501-1000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ministry-of-communications-and-information-technology,�,,,",,",Government and Military,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/government-and-military,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,,,�,,,,
