Full Name,Full Name URL,Primary Job Title,Primary Organization,Primary Organization URL,Location,CB Rank (Person),LinkedIn,First Name,Last Name,Gender,Current Organizations,Twitter,Biography,Regions,Facebook,Schools Attended,Number of Founded Organizations,Number of News Articles
Hazem Ben-Gacem,https://www.crunchbase.com/person/hazem-ben-gacem,Co-CEO,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","10,352",,Hazem,Ben-Gacem,Male,Investcorp,,"Hazem Ben-Gacem is head of Corporate Investment - Europe as well as Corporate Investment - Technology. Hazem has been with Investcorp since 1994 and is currently a board director of Ceme, Fleetmatics, kgb and Skrill. Prior to joining Investcorp, Hazem was a member of Credit Suisse First Boston's mergers and acquisitions team in New York. Hazem holds a BA (Hons) in Economics from Harvard University. He also serves on the Dean's Council for the Harvard Kennedy School of Government.",Gulf Cooperation Council (GCC),,Harvard University,,10
Moayed Almoayed,https://www.crunchbase.com/person/moayed-almoayed,Co-Founder,Calo,https://www.crunchbase.com/organization/calo,"Manama, Al Manamah, Bahrain","12,499",https://www.linkedin.com/in/mtalmoayed/,Moayed,Almoayed,Male,Calo,,A strategy professional with operational experience growing brands in both emerging and developed markets. Interests include consumer products and early stage investments.,Gulf Cooperation Council (GCC),,"Georgetown University, University of Miami",2,
Ahmed AlRawi,https://www.crunchbase.com/person/ahmed-alrawi,Founder,Calo,https://www.crunchbase.com/organization/calo,"Bahrain, Asia","13,417",https://www.linkedin.com/in/ahmed-alrawi-28036211a/,Ahmed,AlRawi,Male,Calo,https://twitter.com/ahmedtherawi,,Gulf Cooperation Council (GCC),,University of Bahrain,2,
Rabih Khouri,https://www.crunchbase.com/person/rabih-khouri,Chief Investment Officer,Investment and Development Office Government of Ras Al Khaimah,https://www.crunchbase.com/organization/investment-and-development-office-government-of-ras-al-khaimah,"Bahrain, Asia","21,443",http://www.linkedin.com/pub/rabih-khouri/0/201/801,Rabih,Khouri,Male,Investment and Development Office Government of Ras Al Khaimah,,,Gulf Cooperation Council (GCC),,"CentraleSupélec, University of Cambridge",,
Murat Tasci,https://www.crunchbase.com/person/murat-tasci,Founder,Actus Partners,https://www.crunchbase.com/organization/actus-partners,"Bahrain, Asia","23,301",http://www.linkedin.com/in/tasci,Murat,Tasci,Male,Actus Partners,http://twitter.com/murattasci,"Murat Tasci founded Actus Partners, a global management consultancy company based in London, focused on Private Equity and Venture Capital solutions. Prior to that, he was a VP at Investcorp and Senior Director in Private Equity at GFH Financial Group. Murat holds a Masters in Financial Engineering and a BA in Management, both from Bogazici University, Istanbul. Murat has also completed a Private Equity Executive Masterclass at the London Business School, holds an advanced level and derivatives certificate from the Capital Markets Board of Turkey.",Gulf Cooperation Council (GCC),,"Boğaziçi University, London Business School",1,2
Sunil Bhilotra,https://www.crunchbase.com/person/sunil-bhilotra,Investment Director,ADQ,https://www.crunchbase.com/organization/adq-d6cc,"Bahrain, Asia","24,156",https://www.linkedin.com/in/sunil-b-6976041/,Sunil,Bhilotra,Male,ADQ,,,Gulf Cooperation Council (GCC),,"London Business School, McGill University",,
Najla Al-Shirawi,https://www.crunchbase.com/person/ms-najla-al-shirawi,Chief Executive Officer,SICO Bank,https://www.crunchbase.com/organization/sico-bank,"Manama, Al Manamah, Bahrain","34,662",,Najla,Al-Shirawi,Female,"Securities & Investment Company, SICO Bank",,"Najla Al Shirawi has more than 21 years of investment banking experience. Having been part of SICO since 1997, she was appointed CEO in 2014 following her appointment as deputy CEO in 2013. Najla served with Geneva-based Dar Al-Maal Al-Islami Trust, where she established private banking operations for the Group in the Gulf region. Najla is a Board member at the Bahrain Economic Board (EDB) and a Chairperson on the Board of Directors for two SICO subsidiaries: SICO Funds Services Company (SFS) in Bahrain and SICO Financial Brokerage in Abu Dhabi. She is also an Independent Board Member of Eskan Bank BSC(c), Bahrain and a Board Member of the Deposit Protection Scheme, Bahrain, the Bahrain Associations of Banks, and the Bahrain Institute of Banking and Finance. She holds an MBA and a BA in Civil Engineering from University of Bahrain.",Gulf Cooperation Council (GCC),,University of Bahrain,,
Hasan Haider,https://www.crunchbase.com/person/hasan-haider,CEO,Tenmou,https://www.crunchbase.com/organization/tenmou,"Bahrain, Asia","46,161",http://www.linkedin.com/in/hasanhaider,Hasan,Haider,Male,"500 Startups, Tenmou",http://twitter.com/hasmanh,"Hasan Haider is currently the Chief Executive Officer at Tenmou - the first Business Angels Company in Bahrain. He is committed, driven and dedicated to developing a start-up culture in Bahrain and helping other entrepreneurs make their ideas into a reality. Hasan started his entrepreneurial activities by launching FILM2GO, an innovative start-up venture that provides an online DVD rentals, with free delivery and pickup. Hasan also has several years of investment experience, most recently as a Portfolio Manager at SICO Investment Bank. Graduated with a BSc(Hon) in Economics from University College London (UCL), and is a CFA Level 2 Candidate. Hasan is also an active member of the Rotary Club of Adliya, and an Alumni member of the Ship for World Youth Alumni Association Bahrain, a Japanese government sponsored youth development and exchange program.",Gulf Cooperation Council (GCC),http://www.facebook.com/hasanhaidr,University College London (UCL),,20
Emanuele Angelidis,https://www.crunchbase.com/person/emanuele-angelidis,CEO,Breed Reply,https://www.crunchbase.com/organization/breedreply,"Manama, Al Manamah, Bahrain","47,580",,Emanuele,Angelidis,Male,Breed Reply,,"Born in 1964, Emanuele Angelidis holds a BSc. in Electronic Engineering from the Polytechnic of Milan and subsequently achieved a diploma in Business Management from SDA Bocconi and an Advanced Management Program from Kellogg School of Management of Chicago. After having started his career in Italtel Telecomunicazioni, in 1994 he took part in the start-up and development of Omnitel, latterly Vodafone Italy. In 1999 he co-founded and participated in the development of Fastweb as CEO. In 2004 he started focussing on international projects, initially in London as CEO of Bulldog Communications and later as an investor, CEO and Board Member of several initiatives including Erenis in Paris, On Telecoms in Athens, SyQic in Singapore, and Viacloud in London. In June 2014 he became the CEO at Breed Reply Ltd, an advanced incubator focussed on accelerating the growth of start-up businesses that develop products and innovative services in the Internet of Things market.",Gulf Cooperation Council (GCC),,,,8
James Tanner,https://www.crunchbase.com/person/james-tanner,Managing Director & Head of Corporate Investment,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","51,718",http://www.linkedin.com/pub/james-tanner/35/622/771,James,Tanner,Male,Investcorp,,"James Tanner joined Investcorp in 2008 and is head of Corporate Investment - MENA.  Prior to joining Investcorp, James was Managing Director and a member of the Board of Morley Fund Management, the leading London-based investment house, now Aviva Investors.  Previous roles include managing director, Global Markets at HSBC in London for two years and a 19 year career at Morgan Stanley in London, New York and Hong Kong where his roles included serving as CEO of Morgan Stanley Investment Management, Europe, and COO of International Prime Brokerage Services.",Gulf Cooperation Council (GCC),,"Indiana University, Kelley School of Business",,
Stergios Voskopoulos,https://www.crunchbase.com/person/stergios-voskopoulos,CEO,Yusuf Bin Ahmed Kanoo,https://www.crunchbase.com/organization/yusuf-bin-ahmed-kanoo,"Bahrain, Asia","51,943",https://www.linkedin.com/in/stergiosvoskopoulos/,Stergios,Voskopoulos,Male,Yusuf Bin Ahmed Kanoo,,"Mr. Stergios Voskopoulos is the CEO of Kanoo Capital, the Investment Division within YBA Kanoo, one of the largest and oldest family conglomerates in the Middle East. As CEO of Kanoo Capital, Stergios is responsible for the active management of direct and indirect investments regionally and globally. He has worked in the Gulf Region for over 10 years, and has over 20 years of global experience in the areas of Asset Management, Private Equity and M&A, including AIG Global Investment Group, Barclays, Investcorp and Seera Investment Bank. Mr. Voskopoulos has also been a serial entrepreneur himself and a speaker in several global summits in topics around investment management, innovation, family offices, global affairs and business. He has an MBA in Finance & Investments from Zicklin School of Business in New York and a Bachelor of Science in Computer Engineering from the University of Athens, he speaks six languages having lived and worked in seven countries.",Gulf Cooperation Council (GCC),,,,
Ebrahim Hussain Ebrahim,https://www.crunchbase.com/person/ebrahim-hussain-ebrahim,Managing Director of Operations and Internal Controls,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","52,144",,Ebrahim,Hussain Ebrahim,Male,Investcorp,,"Ebrahim Hussain Ebrahim joined Investcorp in 1985 from Banque Paribas where he spent three years as manager, letter of credits and guarantees. Ebrahim holds an Advanced Diploma in Finance from the Bahrain Institute of Banking and Finance. He also studied data design and computer languages at Bahrain University and took part in the Gulf Executive Development Program at the University of Virginia.",Gulf Cooperation Council (GCC),,University of Bahrain,,
Abdulla Almoayed,https://www.crunchbase.com/person/abdulla-almoayed,,,,"Bahrain, Asia","53,113",https://www.linkedin.com/in/abdulla-almoayed-91029319/,Abdulla,Almoayed,Male,Tarabut Gateway,,"Abdulla Almoayed is a serial entrepreneur and the founder and CEO of Almoayed Technologies, a privately-owned investment and digital infrastructure company serving governments and financial institutions across the MENA region. Mr.Almoayed spent 15 years in investment banking before establishing Almoayed Technologies - with a clear vision to help transform the MENA region into a world leading digital economy by investing in game-changing companies across Fintech, Healthcare, Education, Logistics, and Cybersecurity. As part of Almoayed Technologies, Abdulla founded Tarabut Gateway - the first company licensed to deliver open banking in the MENA region, and the leading provider of open banking infrastructure in MENA.",Gulf Cooperation Council (GCC),,"London Business School, University of Westminster",1,
Hadi AL Alawi,https://www.crunchbase.com/person/hadi-al-alawi,,,,"Bahrain, Asia","55,477",https://www.linkedin.com/in/hadi-al-alawi-7341198/?originalSubdomain=bh,Hadi,AL Alawi,Male,,,Hadi AL Alawi is the chief executive officer at Al Hayat Group.,Gulf Cooperation Council (GCC),,,,
Mohammed Al-Shroogi,https://www.crunchbase.com/person/mohammed-al-shroogi,Co-Chief Executive Officer,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Manama, Al Manamah, Bahrain","63,910",,Mohammed,Al-Shroogi,Male,Investcorp,,"Mohammed Al-Shroogi joined Investcorp in 2009. As President of Gulf Business, he oversees all Investcorp's activities in the Gulf region. Mohammed joined Investcorp from Citigroup where he was Division Executive for the Middle East and North Africa region and CEO for the United Arab Emirates.  Mohammed had a 30 year career with Citigroup in Bahrain, London and the UAE. Amongst his many achievements at Citigroup was establishing Citibank Bahrain as a major trading room between Asia and Europe.  Mohammed holds a BA in Commerce from Kuwait University and attended the Executive Program at Harvard Business School.  He is a Member of the Bahrain Economic Development Board, a Member of the Board of Trustees at Bahrain University, a Member of the Board of the National US-Arab Chamber of Commerce in Washington D.C. and a Member of the Board of Injaz Al Arab.",Gulf Cooperation Council (GCC),,Kuwait University,,7
Sanjeev Baijal,https://www.crunchbase.com/person/sanjeev-baijal,Group Chief Executive Officer of Finance and Strategic Development,Ahli United Bank,https://www.crunchbase.com/organization/ahli-united-bank,"Manama, Al Manamah, Bahrain","66,932",,Sanjeev,Baijal,Male,Ahli United Bank,,"Sanjeev Baijal serves as Deputy Group Chief Executive Officer of Finance and Strategic Development at Commercial Bank of Iraq PSC. Mr. Baijal serves as Deputy Group Chief Executive Officer of Finance and Strategic Development at Ahli United Bank B.S.C. Mr. Baijal serves as Deputy Group Chief Executive Officer of Finance & Strategic Development at Al Hilal Life B.S.C. (alternative name Legal & General Gulf B.S.C.) Mr. Baijal serves as Deputy Group Chief Executive Officer of Finance, Operations and Information Technology at Ahli United Bank- Egypt S.A.E., a subsidiary of Ahli United Bank B.S.C. He served as Deputy Group Chief Executive Officer of Operations and IT at Ahli United Bank B.S.C. He served as Group Head of Finance at Ahli United Bank, Bahrain; and Financial Controller of Al-Ahli Commercial Bank, Bahrain. He worked at Ernst & Young, Bahrain and Price Waterhouse in India. He serves as Deputy Chairman at Legal and General Gulf B.S.C.(c) & Legal and General Gulf Takaful B.S.C.(c), Mr. Baijal has been Non-Independent Director of Ahli Bank S.A.O.G. since December 2007. He serves as a Director of AUB Investments (Cyprus Ltd). He has been a Non Executive Director of Ahli United Bank K.S.C.P. since 2005. He served as a Director of Kuwait and Middle East Financial Investment Company K.S.C.P. (alternative name Kuwait and Middle East Financial Investment Company K.S.C. (Closed)). He is a Member of the American Institute of Certified Public Accountants (AICPA), Associate Member of the Institute of Chartered Accountants of India (ACA), and Graduate Member of the Institute of Cost & Works Accountants of India. Mr. Baijal graduated from Loyola College in India.",Gulf Cooperation Council (GCC),,,,
Hussain Haji,https://www.crunchbase.com/person/hussain-haji,Co-Founder & CEO,inagrab,https://www.crunchbase.com/organization/inagrab,"Manama, Al Manamah, Bahrain","68,643",https://www.linkedin.com/in/hussain-haji/,Hussain,Haji,Male,"ARMADA DELIVERY SOLUTIONS, inagrab, Modus Capital",https://twitter.com/iamhussainhaji,,Gulf Cooperation Council (GCC),,,1,
Rishi Kapoor,https://www.crunchbase.com/person/rishi-kapoor,Chief Executive Officer,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","70,280",http://www.linkedin.com/pub/rishi-kapoor/7/649/1a0,Rishi,Kapoor,Male,Investcorp,,"Rishi Kapoor is Investcorp’s Co-Chief Executive Officer, responsible for overseeing the Firm’s investment activities across North America, Europe and the Middle East, covering Corporate Investments, Real Estate Investments, Alternative Investment Solutions and Credit Management. He chairs the Firm's Investment Committees across its different product lines, as well as the Firm's Financial Risk Management Committee. Rishi joined Investcorp from Citigroup in 1992, and has held several positions at the Firm since then, including Chief Financial Officer from 2003 to 2015. During his tenure as Chief Financial Officer, Rishi spearheaded several public and private capital market transactions for Investcorp across global capital markets, including a listing of Investcorp's shares on the London Stock Exchange. Rishi was responsible for navigating the Firm through the Global Financial Crisis of 2008-09 through a timely and significant de-risking and de-leveraging of the balance sheet, raising additional capital, refinancing outstanding debt and arranging access to liquidity and capital on a revolving basis in support of the Firm's business model, thereby positioning Investcorp in a competitively advantageous position to recover and benefit from the opportunities coming out of the great recession. He was appointed Co-Chief Executive Officer of Investcorp in 2015, upon the founding Chief Executive Officer’s retirement. Rishi holds a Bachelors degree in Electrical and Computer Engineering from the Indian Institute of Technology, and a Masters in Business Administration from Duke University.",Gulf Cooperation Council (GCC),,"Duke University, Indian Institute of Technology Kanpur",,396
Khalid Al Jassim,https://www.crunchbase.com/person/khalid-al-jassim,,,,"Bahrain, Asia","71,506",https://www.linkedin.com/in/khalid-al-jassim-70561118/,Khalid,Al Jassim,Male,,,,Gulf Cooperation Council (GCC),,,,
Sael Al Waary,https://www.crunchbase.com/person/sael-al-waary,Deputy Group Chief Executive Officer,Bank ABC,https://www.crunchbase.com/organization/bank-abc,"Manama, Al Manamah, Bahrain","73,133",,Sael Al,Waary,Male,Bank ABC,,"Sael Al Waary is a banker and technologist with a career spanning 35 years. He is currently Deputy Group Chief Executive Officer of Bank ABC Group, covering 15 countries across five continents. He is recognised for spearheading a number of Fintech innovations across the Middle East, in particular the establishment of ila Bank, a new digital mobile-only bank which will launch in Bahrain this year then Egypt and Jordan next year. He has a strong passion for FinTech, driving innovative products and services to enable greater financial inclusion across the region. He leverages his experience to impact banking in MENA in the ever changing FinTech landscape. He is a well respected thought leader, conference speaker and panellist for leading FinTech events such as Innovate Finance Global Summit, MEA FinTech Forum, and Euromoney. He is Chairman of Bank ABC in Jordan, Arab Financial Services Company, the ila advisory Panel and Vice Chairman of Bank ABC in Egypt. He has previously served on the Board of Banco ABC Brasil.",Gulf Cooperation Council (GCC),,,,
Rasha Sabkar,https://www.crunchbase.com/person/rasha-sabkar,Managing Director - Corporate Services,Bahrain Mumtalakat Holding,https://www.crunchbase.com/organization/bahrain-mumtalakat-holding,"Bahrain, Asia","77,119",https://www.linkedin.com/in/rasha-sabkar-145284200/?originalSubdomain=bh,Rasha,Sabkar,Female,Bahrain Mumtalakat Holding,,,Gulf Cooperation Council (GCC),,"Lafayette College, University of Pennsylvania Law School",,
Mustafa Marhama,https://www.crunchbase.com/person/mustafa-marhama,Co-Founder & CTO & Digital Marketing Expert,inagrab,https://www.crunchbase.com/organization/inagrab,"Al Muharraq, Bahrain, Asia","78,778",https://www.linkedin.com/in/marhama/,Mustafa,Marhama,Male,"Faceki, inagrab",,"Mustafa Hasan is a PhD holder in Computer Science with 21 years of experience in the field of technology specialist in complex compute data engine, fintech, and compliances, Mustafa worked in Balexco, Ahlia, AMA and advisory of some government entities, in parallel Mustafa was running many successful SME’s ALMADA, Bitrixme, Baitk, plugsky and helped consulting many reputed organizations like BBK, GulfAir, Zain, Stc, Bisb, KCB, NBB, Tamkeen, Alba and others, Also Mustafa a member in large organizations like CIO, PMO, Bcs, PCI Dss and Axelos, Currently venture to Exit and retire",Gulf Cooperation Council (GCC),,"Bangalore University, Blockchain University",6,
Rima Hadid-Al Masri,https://www.crunchbase.com/person/rima-hadid-al-masri,Chief Operating Officer & Corporate Secretary,Bahrain Mumtalakat Holding,https://www.crunchbase.com/organization/bahrain-mumtalakat-holding,"Bahrain, Asia","79,913",https://www.linkedin.com/in/rima-hadid-al-masri-4529402/,Rima Hadid-Al,Masri,Female,Bahrain Mumtalakat Holding,,"Rima joined Mumtalakat in June 2013 and currently holds the position of Chief Operating Officer and Corporate Secretary. She is responsible for overseeing Mumtalakat’s Legal, Risk & Compliance, Information Technology and Administration divisions. As the Corporate Secretary, she also ensures the swift implementation and execution of Board of Directors’ directives. A legal advisor with comprehensive private practice and in-house experience gained over 17 years, in her capacity as Mumtalakat’s General Counsel until 2017, she managed the legal division’s activities, facilitating corporate and investment legal support while implementing the governance requirements of the organisation. She was instrumental in materialising over 15 local, regional and global investment transactions across various sectors. Most notably, Rima played a central role in the reorganisation of the McLaren Group. With her legal guidance, McLaren successfully consolidated its racing, automotive and technology businesses to promote further synergy between the three companies. Prior to moving to Bahrain, Rima held various roles in Australia including litigation solicitor of a specialist legal centre in New South Wales, where she convened and facilitated law reform submissions and presented them to the state, ministries and parliament. Rima sits on the Board of McLaren Group. She holds a LLB from Western Sydney University. She is an Australian qualified solicitor and a solicitor of the High Court of Australia.",Gulf Cooperation Council (GCC),,,,
Walid Majdalani,https://www.crunchbase.com/person/walid-majdalani,Managing Director of Corporate Investment,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","82,472",,Walid,Majdalani,Male,Investcorp,,"Walid Majdalani joined Investcorp in 2007 from ABN AMRO Bank NV, where he spent close to ten years, mainly in private equity. In his last role, he was an Investment Director in a €1.1 billion third party infrastructure fund where he was involved in sourcing and closing a number of transactions globally.  Prior to this, Walid worked with Oracle Corporation in the UAE where he set up the Abu Dhabi office. Walid holds a BBA in Management Information Systems from the University of Texas and an MBA from Harvard University.",Gulf Cooperation Council (GCC),,"Harvard University, The University of Texas at Austin",,
Yazin Alirhayim,https://www.crunchbase.com/person/yazin-alirhayim,Founder & CEO,Verify,https://www.crunchbase.com/organization/verify,"Bahrain, Asia","83,087",,Yazin,Alirhayim,Male,Verify,,Verify Payments,Gulf Cooperation Council (GCC),,University of Bahrain,1,
Khalid Saad,https://www.crunchbase.com/person/khalid-saad,,,,"Manama, Al Manamah, Bahrain","83,898",,Khalid,Saad,,,,"Khalid Saad is the Chief Executive Officer of Bahrain FinTech Bay.   Previously, he was the  Business Development Manager for the Bahrain Economic Development Board, which is dynamic public agency that is responsible for attracting inward investment into Bahrain, enhancing the investment climate and driving economic development. He focused on promoting Bahrain's financial services sector and attracting new investments into this sector. Successes include expanding existing companies and attracting new ones such as banks, asset & wealth managers, insurers and ancillary services providers.   He also worked with existing financial players, financial associations, central bank, lawyers and others to drive development in the sector and make it more conducive and attractive for business. His most significant work to date was devising and implementing a countrywide strategy to drive the growth of the sector through a collaborative approach with key players in the sector.   Before joining the Bahrain Economic Development Board, he worked for Ernst & Young where his work centered on conducting feasibility and market studies, operations plans, strategic documents and private placement memorandums for a wide array of clients. He also led the implementation of a governance, risk and compliance platform in the Bahrain office and trained all advisory. ​ Prior to that, he worked in SEI Investments in London focusing on UK and European Equities within the Investment Management Unit.",Gulf Cooperation Council (GCC),,"Imperial College London, University of Exeter",1,
Abdulla Ahmed Al-Raeesi,https://www.crunchbase.com/person/abdulla-ahmed-al-raeesi,Deputy Group Chief Executive Officer – Retail Banking,Ahli United Bank,https://www.crunchbase.com/organization/ahli-united-bank,"Bahrain, Asia","88,380",https://www.linkedin.com/in/mohamed-abdulla-al-raeesi-b0419599/,Abdulla,Ahmed Al-Raeesi,Male,Ahli United Bank,,"kground Mr. Abdulla Ahmed Al-Raeesi serves as Deputy Group Chief Executive Officer of Retail Banking at Commercial Bank of Iraq PSC. Mr. Al-Raeesi serves as Deputy Chief Executive Officer of Retail Banking at Ahli United Bank B.S.C. and Ahli Bank Q.S.C. (alternative name Legal & General Gulf B.S.C.). Mr. Al-Raeesi serves as the Head of Business & Technology Consulting at Arthur Andersen. He serves as an Assistant General Manager and Head of Delivery Channels at Commercial Bank, Qatar and Assistant General Manager of Support Group at Doha Bank, Qatar. Mr. Al-Raeesi served as Deputy Chief Executive Officer of Retail & Private Banking at Ahli Bank S.A.O.G. He served as Acting Chief Executive Officer of Ahli Bank, Qatar. He served as Acting Chief Executive Officer of Ahli Bank, Qatar; Deputy Chief Executive Officer of Retail Banking, AUB Bahrain. Mr. Al-Raeesi has been Non-Executive Director at Ahli United Bank K.S.C.P. since March 2015 and Legal & General Gulf B.S.C., Qatar. He has been a Member of the Board of Legal & General Takaful B.S.C.(c), Bahrain since March 2009. He served as a Director of Benefit Company, Bahrain, Ahli Bank Q.S.C. and International Chamber of Commerce, Bahrain.",Gulf Cooperation Council (GCC),,,,
Jordan Savvides,https://www.crunchbase.com/person/jordan-savvides,Head of Information Security,National Bank of Bahrain BSC,https://www.crunchbase.com/organization/national-bank-of-bahrain-bsc,"Bahrain, Asia","91,231",https://www.linkedin.com/in/jordansavvides/,Jordan,Savvides,Male,National Bank of Bahrain BSC,,,Gulf Cooperation Council (GCC),,,,
Hisham Ahmed Al Rayes,https://www.crunchbase.com/person/hisham-ahmed-al-rayes,,,,"Bahrain, Asia","91,732",,Hisham Ahmed,Al Rayes,Male,GFH Financial Group,,"Hisham Al Rayes is the Chief Executive Officer as well as the member of the Board of Directors of GFH Financial Group, one of the regional leading financial groups with USD 6.2 billion assets and fund under management and shares listed in the Kingdom of Bahrain, Dubai and Kuwait. In 2012, Mr. Al Rayes assumed leadership of the firm with an objective to establish a diverse and well-recognized regional financial group offering a remarkable platform for Wealth Management, Real Estate, Commercial Banking and Asset Management. Prior to his role as the Group’s CEO, Mr. Al Rayes was GFH’s Chief Investment Officer during which he was responsible for driving the development and execution of its regional and international investment strategy along with management of the bank’s liabilities.",Gulf Cooperation Council (GCC),,DePaul University,,
Keith Gale,https://www.crunchbase.com/person/keith-gale,"Deputy Group Chief Executive Officer of Risk, Legal and Compliance",Ahli United Bank,https://www.crunchbase.com/organization/ahli-united-bank,"Bahrain, Asia","95,056",,Keith,Gale,Male,Ahli United Bank,,"Keith H. Gale is Associate Member at Institute of Chartered Accountants in England & Wales, Deputy Group CEO-Risk, Legal & Compliance at Ahli United Bank (Egypt) SAE and Deputy Group CEO-Risk, Legal & Compliance at Ahli United Bank BSC. He is on the Board of Directors at Ahli United Bank, Ahli United Bank UK Plc, AUB Investments (Cyrpus) Ltd. and Ahli Bank SAOG. Mr. Gale was previously employed as Head-Credit & Risk by ABC International Bank Plc (Bahrain) and Vice President-Internal Audit by Arab Banking Corp. BSC. He received his undergraduate degree from Lancaster University.",Gulf Cooperation Council (GCC),,,,
Khalid Al-Rumaihi,https://www.crunchbase.com/person/khalid-al-rumaihi,Chief Executive,Bahrain Economic Development Board,https://www.crunchbase.com/organization/bahrain-economic-development-board,"Bahrain, Asia","95,351",https://www.linkedin.com/in/khalid-al-rumaihi/,Khalid,Al-Rumaihi,Male,"Bahrain Economic Development Board, Mubadala Capital | Ventures US",,,Gulf Cooperation Council (GCC),,Harvard Kennedy School of Government,,
Paul Scott,https://www.crunchbase.com/person/paul-scott-41b0,Chief Investment Officer,Bahrain Mumtalakat Holding,https://www.crunchbase.com/organization/bahrain-mumtalakat-holding,"Manama, Al Manamah, Bahrain","96,373",,Paul,Scott,Male,Bahrain Mumtalakat Holding,,"Paul Scott joined Mumtalakat in April 2018 as Chief Investment Officer. With a successful track record of building, repositioning and successfully growing scale business units in the investment arena, he is responsible for implementing and executing Mumtalakat’s investment strategy and ensuring the long-term growth of its portfolio of assets.  He holds a BSc in Business and Management Studies from University of Salford and is an Associate of the Chartered Institute of Bankers (ACIB).",Gulf Cooperation Council (GCC),,,,
Ayman Al-Arrayed,https://www.crunchbase.com/person/ayman-al-arrayed,Head of Treasury Operations and Corporate Accounting,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","102,307",http://www.linkedin.com/pub/ayman-al-arrayed/2b/7a6/552,Ayman,Al-Arrayed,Male,Investcorp,,"Ayman Al-Arrayed joined Investcorp in 2006 and is deputy head of operations & corporate accounting. Before Investcorp, Ayman worked at Remza Investment, a regional GGC investment company based in Bahrain where he was deputy Managing Director. Ayman holds a Masters in E-Business from Middlesex University, UK and a BSc in Management and Business Administration from the University of Bahrain.",Gulf Cooperation Council (GCC),,"Middlesex University, University of Bahrain",,1
Nemir A. Kirdar,https://www.crunchbase.com/person/nemir-a-kirdar,Executive Chairman & CEO,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Manama, Al Manamah, Bahrain","106,533",,Nemir,A. Kirdar,Male,Investcorp,,"Nemir Kirdar is the Founder, Executive Chairman and CEO of the global investment group, Investcorp, which operates out of New York, London, Bahrain, Riyadh and Abu Dhabi. Mr. Kirdar began his banking career in New York in 1969. Following two years of credit training, he covered South East Asia and Japan for Allied Bank International. In 1974 he joined The Chase Manhattan Bank, New York, as Vice President. Between 1976 and 1981 he served in the Arabian Gulf overseeing and directing Chase's banking network in the region. He founded Investcorp in 1982. Investcorp specializes in offering multi-product alternative investments on both sides of the Atlantic. These include direct investments in unquoted corporate entities, hedge funds, real estate and Gulf growth capital. The firm's mission is to act as a bridge between surplus funds in the Gulf and non-traditional investment opportunities in the US and Western Europe. Its 300 staff are drawn from over 30 nationalities. Mr. Kirdar graduated in Economics from the University of the Pacific in California and holds an MBA from Fordham University in New York. He has also completed Harvard Business School's Senior Management Program. Mr. Kirdar has been awarded an honorary Doctorate in Humane Letters from Georgetown University, Washington D.C.; an honorary Doctorate in Laws from the University of the Pacific, California; and an honorary Doctorate in Economics from Richmond, the American International University in London.  With his interests in business and geopolitics, Mr. Kirdar has spoken at various international forums. He is also the author of numerous articles and three published books - ""Saving Iraq"" (2009), which reviews Iraq's history and maps a course for its future restoration; ""In Pursuit of Fulfilment"" (2012) which records his life journey; and ""Need Respect Trust"" (2013) which tells the story of Investcorp.",Gulf Cooperation Council (GCC),,Fordham University,1,2
Nabeel Almoayed,https://www.crunchbase.com/person/nabeel-almoayed,Chairman & Managing Director,Almoayed Group,https://www.crunchbase.com/organization/almoayed-group,"Bahrain, Asia","109,683",https://www.linkedin.com/in/nabeel-almoayed-2a302873/,Nabeel,Almoayed,Male,Almoayed Group,,"Nabeel Almoayed is the founder and main shareholder in Almoayed Group. Mr. Almoayed has been leading the company since its inception in Bahrain in 1982, and has grown it into the Group that currently expands across 7 countries. His role has been instrumental in the Group, and includes setting corporate strategy, identifying new market and geographies to operate in. Mr. Almoayed obtained his Bachelors degree in Biochemistry from American University of Beirut, Lebanon.",Gulf Cooperation Council (GCC),,,1,
